No;Kurum;Ders Kategorisi;Ders Açıklaması;Ders Konusu;Tarih;Süre;Klasör Adı;Oynatma Linki
2926;Türkçe ÖABTdeyiz;.2026 ESKİ TÜRK EDEBİYATI;;Aruz Bilgisi-2;4.12.2025 19:44;43 dk;d5a49c3ab0991a06073f0f2931a2fc49ad269629-1770309814725;https://185.86.155.222/playback/presentation/2.3/d5a49c3ab0991a06073f0f2931a2fc49ad269629-1770309814725
2927;Belirsiz / Bilinmeyen Müşteri;Biyoloji Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Biyoloji Konu: ;18.11.2023 09:57;Bilinmiyor;2a7383ab113c8c967ca8933e0bf5e7cf35dc3a50-1700290674469;https://185.86.155.222/playback/presentation/2.3/2a7383ab113c8c967ca8933e0bf5e7cf35dc3a50-1700290674469
2928;Türkçe ÖABTdeyiz;2025 DİL BİLİM;;SON DİL BİLİM KURAMLARI;23.12.2024 18:44;62 dk;892b584343d0c9fc7ab552c5c90bbfd699dca74d-1736790129884;https://185.86.155.222/playback/presentation/2.3/892b584343d0c9fc7ab552c5c90bbfd699dca74d-1736790129884
2929;Belirsiz / Bilinmeyen Müşteri;11. TAMLAMALAR-2;ID ve Kelime Eşleşmesi Bulunamadı;11. TAMLAMALAR-2;6.05.2024 19:50;Bilinmiyor;403e7c4599e9a25f7617b1b86e974585ad29418a-1715014245112;https://185.86.155.222/playback/presentation/2.3/403e7c4599e9a25f7617b1b86e974585ad29418a-1715014245112
2930;Belirsiz / Bilinmeyen Müşteri;2024 Temmuz Eski Dil Soru Çözümü;ID ve Kelime Eşleşmesi Bulunamadı;2024 Temmuz Eski Dil Soru Çözümü;30.07.2024 14:45;Bilinmiyor;ce180b13419739e010854c427d9fd293cfa8d4ea-1722339904031;https://185.86.155.222/playback/presentation/2.3/ce180b13419739e010854c427d9fd293cfa8d4ea-1722339904031
2931;Türkçe ÖABTdeyiz;YİRMİLİ BRANŞ DENEMESİ DÖRT TEMEL BECERİ VE ALAN EĞİTİMİ ÇÖZÜM;;TEMA VE METİN ÖZELLİKLERİ;15.04.2023 17:13;50 dk;85cf7f78d52f24b1855c37e9a252bd190adc9774-1684345220776;https://185.86.155.222/playback/presentation/2.3/85cf7f78d52f24b1855c37e9a252bd190adc9774-1684345220776
2932;Türkçe ÖABTdeyiz;.2026 HALK EDEBİYATI;;halk edebiyatında tür ve şekil;10.11.2025 18:53;40 dk;6fb816cac8d877ed782a082bbfb25c5eb5744b39-1761586667198;https://185.86.155.222/playback/presentation/2.3/6fb816cac8d877ed782a082bbfb25c5eb5744b39-1761586667198
2933;Belirsiz / Bilinmeyen Müşteri;2025 Halk Edebiyatı 3;ID ve Kelime Eşleşmesi Bulunamadı;2025 Halk Edebiyatı 3;9.07.2025 19:35;Bilinmiyor;93f272b795386072a2b50956b73a3e7664f47d3e-1752078921657;https://185.86.155.222/playback/presentation/2.3/93f272b795386072a2b50956b73a3e7664f47d3e-1752078921657
2934;Belirsiz / Bilinmeyen Müşteri;2025 Matematik ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Matematik ;7.05.2025 09:58;Bilinmiyor;d7d0dd1046d92e158830391c0ff317635669c608-1746601083759;https://185.86.155.222/playback/presentation/2.3/d7d0dd1046d92e158830391c0ff317635669c608-1746601083759
2935;Belirsiz / Bilinmeyen Müşteri;TÜRKİYE'DE ÇOCUK EDEBİYATI-3;ID ve Kelime Eşleşmesi Bulunamadı;TÜRKİYE'DE ÇOCUK EDEBİYATI-3;27.04.2025 19:00;Bilinmiyor;c2bdcd65896ccb7d920c772a7023ec30413ca386-1745769652416;https://185.86.155.222/playback/presentation/2.3/c2bdcd65896ccb7d920c772a7023ec30413ca386-1745769652416
2936;Belirsiz / Bilinmeyen Müşteri;toplumcu gerçekçi sanatçılar;ID ve Kelime Eşleşmesi Bulunamadı;toplumcu gerçekçi sanatçılar;12.03.2023 18:55;Bilinmiyor;cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1678636520032;https://185.86.155.222/playback/presentation/2.3/cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1678636520032
2937;Belirsiz / Bilinmeyen Müşteri;Eski Edebiyat Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Eski Edebiyat Konu: ;22.03.2024 21:42;Bilinmiyor;afd4b4e2e1425db068632177814c22a151013588-1711132928442;https://185.86.155.222/playback/presentation/2.3/afd4b4e2e1425db068632177814c22a151013588-1711132928442
2938;Belirsiz / Bilinmeyen Müşteri;Matematik Haziran Kampı 3;ID ve Kelime Eşleşmesi Bulunamadı;Matematik Haziran Kampı 3;26.06.2024 09:55;Bilinmiyor;7fee2f4f208a94edb69b1d0ae301f89297976cb7-1719384937914;https://185.86.155.222/playback/presentation/2.3/7fee2f4f208a94edb69b1d0ae301f89297976cb7-1719384937914
2939;Belirsiz / Bilinmeyen Müşteri;Bilinmeyen Toplanti;ID ve Kelime Eşleşmesi Bulunamadı;Bilinmeyen Toplanti;24.02.2024 18:44;Bilinmiyor;8641f7f8a4fffaf3b013dd1945356f18a2bccbc5-1708789487940;https://185.86.155.222/playback/presentation/2.3/8641f7f8a4fffaf3b013dd1945356f18a2bccbc5-1708789487940
2940;Türkçe ÖABTdeyiz;2025 - MEVZUAT;;1982 ANAYASASI 9. DERS;24.04.2025 20:52;41 dk;885cd183396123664aae15258f36ab40589223ad-1743103640583;https://185.86.155.222/playback/presentation/2.3/885cd183396123664aae15258f36ab40589223ad-1743103640583
2941;Belirsiz / Bilinmeyen Müşteri;Bilinmeyen Toplanti;ID ve Kelime Eşleşmesi Bulunamadı;Bilinmeyen Toplanti;21.11.2023 19:20;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1700583613513;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1700583613513
2942;Türkçe ÖABTdeyiz;.2026 DÜNYA EDEBİYATI;;fransız 6;30.11.2025 18:46;45 dk;35055dac95adb3f6c0c8afe1593ea9f87912dc72-1762098429968;https://185.86.155.222/playback/presentation/2.3/35055dac95adb3f6c0c8afe1593ea9f87912dc72-1762098429968
2943;Belirsiz / Bilinmeyen Müşteri;Kimya Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Kimya Konu: ;3.11.2023 18:49;Bilinmiyor;5c24cfc609d65b8c573dfabb153a62e55813b5f1-1699026586629;https://185.86.155.222/playback/presentation/2.3/5c24cfc609d65b8c573dfabb153a62e55813b5f1-1699026586629
2944;Belirsiz / Bilinmeyen Müşteri;2025 Eğitimin Temelleri ve Türk Milli Eğitim Sistemi ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Eğitimin Temelleri ve Türk Milli Eğitim Sistemi ;10.05.2025 21:04;Bilinmiyor;ca637b5e5a33725e2e0a86a20a1c25546332a4c6-1746900285292;https://185.86.155.222/playback/presentation/2.3/ca637b5e5a33725e2e0a86a20a1c25546332a4c6-1746900285292
2945;Belirsiz / Bilinmeyen Müşteri;Coğrafya Konu:İzohips ;ID ve Kelime Eşleşmesi Bulunamadı;Coğrafya Konu:İzohips ;3.11.2023 20:33;Bilinmiyor;c10ae9c43519f841bee0b32677fc104c476b6075-1699032824148;https://185.86.155.222/playback/presentation/2.3/c10ae9c43519f841bee0b32677fc104c476b6075-1699032824148
2946;Belirsiz / Bilinmeyen Müşteri;2024 Alan Eğitimi Soru Çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;2024 Alan Eğitimi Soru Çözümü ;25.07.2024 19:16;Bilinmiyor;8c89ca403fd8b4d7dc91f1e725240ac18f6d18c5-1721924190511;https://185.86.155.222/playback/presentation/2.3/8c89ca403fd8b4d7dc91f1e725240ac18f6d18c5-1721924190511
2947;Belirsiz / Bilinmeyen Müşteri;2025 Anayasa Mevzuat ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Anayasa Mevzuat ;28.04.2025 19:01;Bilinmiyor;8a5d68e7bde64e8888e2195bf7a06b64e11f267e-1745856078818;https://185.86.155.222/playback/presentation/2.3/8a5d68e7bde64e8888e2195bf7a06b64e11f267e-1745856078818
2948;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1739983577308;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1739983577308
2949;Belirsiz / Bilinmeyen Müşteri;ÖLÇME VE DEĞERLENDİRME;ID ve Kelime Eşleşmesi Bulunamadı;ÖLÇME VE DEĞERLENDİRME;7.11.2024 19:19;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1730996391125;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1730996391125
2950;Türkçe ÖABTdeyiz;Türkçe Konu: Fiilde Çatı Soru Çözümü;Arşiv / Eski Dönem Dersi;Türkçe Konu: Fiilde Çatı Soru Çözümü;6.12.2023 20:28;Bilinmiyor;a0162105fa5b85d0d0365dcca704a92fb837618d-1701883737520;https://185.86.155.222/playback/presentation/2.3/a0162105fa5b85d0d0365dcca704a92fb837618d-1701883737520
2951;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1763484907257;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1763484907257
2952;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - DİL BİLGİSİ;;4- SES BİLGİSİ;9.03.2025 20:11;44 dk;c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1744991994883;https://185.86.155.222/playback/presentation/2.3/c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1744991994883
2953;Belirsiz / Bilinmeyen Müşteri;ÇOCUK EDEBİYATI TÜRLERİ -1;ID ve Kelime Eşleşmesi Bulunamadı;ÇOCUK EDEBİYATI TÜRLERİ -1;6.04.2024 22:41;Bilinmiyor;f67b4948b1592313c2fb1206ef8b9f23a7902842-1712432478906;https://185.86.155.222/playback/presentation/2.3/f67b4948b1592313c2fb1206ef8b9f23a7902842-1712432478906
2954;Türkçe ÖABTdeyiz;2025 DİL BİLİM;;SON DİL BİLİM KURAMLARI;23.12.2024 18:44;62 dk;892b584343d0c9fc7ab552c5c90bbfd699dca74d-1740329386132;https://185.86.155.222/playback/presentation/2.3/892b584343d0c9fc7ab552c5c90bbfd699dca74d-1740329386132
2955;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - ESKİ TÜRK EDEBİYATI;;şerh;14.05.2025 18:43;45 dk;7d856a5528132d97c75d058e84f41111ba0cfb69-1744826278548;https://185.86.155.222/playback/presentation/2.3/7d856a5528132d97c75d058e84f41111ba0cfb69-1744826278548
2956;Türkçe ÖABTdeyiz;.2026 ESKİ TÜRK EDEBİYATI;;Aruz Bilgisi-2;4.12.2025 19:44;43 dk;d5a49c3ab0991a06073f0f2931a2fc49ad269629-1771526454779;https://185.86.155.222/playback/presentation/2.3/d5a49c3ab0991a06073f0f2931a2fc49ad269629-1771526454779
2957;Belirsiz / Bilinmeyen Müşteri;2025 Eğitimin Temelleri ve Türk Milli Eğitim Sistemi soru çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Eğitimin Temelleri ve Türk Milli Eğitim Sistemi soru çözümü ;29.06.2025 17:50;Bilinmiyor;872885bebb352864d0a4c9b6498f39898c327a77-1751208606430;https://185.86.155.222/playback/presentation/2.3/872885bebb352864d0a4c9b6498f39898c327a77-1751208606430
2958;Akademik Masa;masal- halk hikayeleri;Arşiv / Eski Dönem Dersi;masal- halk hikayeleri;8.02.2024 18:54;Bilinmiyor;d39446f272688d5e772f0ac8214efd6620555449-1707407691018;https://185.86.155.222/playback/presentation/2.3/d39446f272688d5e772f0ac8214efd6620555449-1707407691018
2959;Belirsiz / Bilinmeyen Müşteri;6. Dil bilgisi (Türk Ses Bilgisi)-VI;ID ve Kelime Eşleşmesi Bulunamadı;6. Dil bilgisi (Türk Ses Bilgisi)-VI;8.11.2024 21:03;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1731089005903;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1731089005903
2960;Belirsiz / Bilinmeyen Müşteri;ÇOCUK EDEBİYATI TÜRLER BİTİŞ;ID ve Kelime Eşleşmesi Bulunamadı;ÇOCUK EDEBİYATI TÜRLER BİTİŞ;13.04.2025 18:59;Bilinmiyor;c2bdcd65896ccb7d920c772a7023ec30413ca386-1744559962965;https://185.86.155.222/playback/presentation/2.3/c2bdcd65896ccb7d920c772a7023ec30413ca386-1744559962965
2961;Türkçe ÖABTdeyiz;CİHANGİR DENEMELERİ ÇÖZÜM;;CİHANGİR-10;2.07.2024 20:01;47 dk;96799d44ee03757118ca942f4420977e2fa2f2a2-1719939694640;https://185.86.155.222/playback/presentation/2.3/96799d44ee03757118ca942f4420977e2fa2f2a2-1719939694640
2962;Türkçe ÖABTdeyiz;.2026 MAARİF PROGRAMI;;ÖĞRENME ÇIKTILARI SORU ÇÖZÜMÜ - 7;13.06.2026 18:51;45 dk;51ff007f49e5d77e56517d69fb5c853e9d09bd18-1777138437508;https://185.86.155.222/playback/presentation/2.3/51ff007f49e5d77e56517d69fb5c853e9d09bd18-1777138437508
2963;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - DİL BİLGİSİ;;4- SES BİLGİSİ;9.03.2025 20:11;44 dk;c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1741973240159;https://185.86.155.222/playback/presentation/2.3/c448cf7c3d21727c59ff7520b1e6d64bb8d26da4-1741973240159
2964;Türkçe ÖABTdeyiz;.2026 ÇOCUK EDEBİYATI;;ÇOCUK EDEBİYATI-16;27.04.2026 18:56;47 dk;0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777305388006;https://185.86.155.222/playback/presentation/2.3/0227ecef24ffd5f993e3a594193ec0e6cca913b3-1777305388006
2965;Belirsiz / Bilinmeyen Müşteri;YAZMA GİRİŞ;ID ve Kelime Eşleşmesi Bulunamadı;YAZMA GİRİŞ;28.02.2025 20:05;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1740762355260;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1740762355260
2966;Belirsiz / Bilinmeyen Müşteri;Halk Edebiyatı Konu: Halk Hikayeleri 3, Dede Korkut Hikayeleri;ID ve Kelime Eşleşmesi Bulunamadı;Halk Edebiyatı Konu: Halk Hikayeleri 3, Dede Korkut Hikayeleri;9.02.2024 18:53;Bilinmiyor;8806ab8593537a5da39c6e40b535437ca1a49275-1707494001932;https://185.86.155.222/playback/presentation/2.3/8806ab8593537a5da39c6e40b535437ca1a49275-1707494001932
2967;Belirsiz / Bilinmeyen Müşteri;DİL BİLİM DEVAM HA BİR DE SİZE AŞIĞIM;ID ve Kelime Eşleşmesi Bulunamadı;DİL BİLİM DEVAM HA BİR DE SİZE AŞIĞIM;1.12.2023 20:09;Bilinmiyor;2a3118bee8adb487c610585b9ef9cfb19b60625b-1701450545666;https://185.86.155.222/playback/presentation/2.3/2a3118bee8adb487c610585b9ef9cfb19b60625b-1701450545666
2968;Belirsiz / Bilinmeyen Müşteri;YAZILI ANLATIM UNSURLARI;ID ve Kelime Eşleşmesi Bulunamadı;YAZILI ANLATIM UNSURLARI;28.02.2025 20:49;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1740764994363;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1740764994363
2969;Belirsiz / Bilinmeyen Müşteri;fransız edebiyatı 2;ID ve Kelime Eşleşmesi Bulunamadı;fransız edebiyatı 2;29.03.2024 23:13;Bilinmiyor;6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1711743190428;https://185.86.155.222/playback/presentation/2.3/6debbf1ac3f8c0ba6c516f4699204a07a3c8bd65-1711743190428
2970;Belirsiz / Bilinmeyen Müşteri;ARALIK AYI REHBERLİK;ID ve Kelime Eşleşmesi Bulunamadı;ARALIK AYI REHBERLİK;12.12.2024 20:49;Bilinmiyor;e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1734025749133;https://185.86.155.222/playback/presentation/2.3/e60003cc242983d50a26e43e5ba9f6b8871a0f8c-1734025749133
2971;Belirsiz / Bilinmeyen Müşteri;Kimya Konu: ASİTLER BAZLAR VE TUZLAR;ID ve Kelime Eşleşmesi Bulunamadı;Kimya Konu: ASİTLER BAZLAR VE TUZLAR;2.12.2023 13:50;Bilinmiyor;2694b97ecc81ff5654d2b31ca780f5a833f6c9bc-1701514218372;https://185.86.155.222/playback/presentation/2.3/2694b97ecc81ff5654d2b31ca780f5a833f6c9bc-1701514218372
2972;Türkçe ÖABTdeyiz;.2026 DÖRT TEMEL BECERİ;;DİNLEME YÖNTEM VE TEKNİKLERİ - 2;13.12.2025 20:43;32 dk;2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1770482966777;https://185.86.155.222/playback/presentation/2.3/2b34ff093a4fe562ccbd4d1dec9defa11fabe2e9-1770482966777
2973;Belirsiz / Bilinmeyen Müşteri;Eğitim temelleri: ;ID ve Kelime Eşleşmesi Bulunamadı;Eğitim temelleri: ;2.02.2025 17:58;Bilinmiyor;abd5d75d25775b354b81b7bee58734221737d90a-1738508298194;https://185.86.155.222/playback/presentation/2.3/abd5d75d25775b354b81b7bee58734221737d90a-1738508298194
2974;Türkçe ÖABTdeyiz;CİHANGİR DENEMELERİ ÇÖZÜM;;CİHANGİR-10;2.07.2024 20:01;47 dk;96799d44ee03757118ca942f4420977e2fa2f2a2-1720287990413;https://185.86.155.222/playback/presentation/2.3/96799d44ee03757118ca942f4420977e2fa2f2a2-1720287990413
2975;Belirsiz / Bilinmeyen Müşteri;Matematik Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Matematik Konu: ;20.10.2023 20:24;Bilinmiyor;1ffa08ea638c9257071bd1deacc2c96387941846-1697822660270;https://185.86.155.222/playback/presentation/2.3/1ffa08ea638c9257071bd1deacc2c96387941846-1697822660270
2976;Belirsiz / Bilinmeyen Müşteri;2025 Coğrafya Soru Çözümü 2;ID ve Kelime Eşleşmesi Bulunamadı;2025 Coğrafya Soru Çözümü 2;4.06.2025 15:58;Bilinmiyor;2b61dfac3d0c60ef48175229bba45a284d1034c1-1749041911559;https://185.86.155.222/playback/presentation/2.3/2b61dfac3d0c60ef48175229bba45a284d1034c1-1749041911559
2977;Belirsiz / Bilinmeyen Müşteri;Yeni Türk Dili 9, Fiiller ve Fiilimsiler;ID ve Kelime Eşleşmesi Bulunamadı;Yeni Türk Dili 9, Fiiller ve Fiilimsiler;13.12.2022 18:41;Bilinmiyor;6088adebc9ad130ce238af62a3c188359d1a75cb-1670946105999;https://185.86.155.222/playback/presentation/2.3/6088adebc9ad130ce238af62a3c188359d1a75cb-1670946105999
2978;Belirsiz / Bilinmeyen Müşteri;2025 Halk Edebiyatı ;ID ve Kelime Eşleşmesi Bulunamadı;2025 Halk Edebiyatı ;22.03.2025 21:31;Bilinmiyor;8f0006f7dfe73f13f9012556cfeb9736cbbd084a-1742668305060;https://185.86.155.222/playback/presentation/2.3/8f0006f7dfe73f13f9012556cfeb9736cbbd084a-1742668305060
2979;Belirsiz / Bilinmeyen Müşteri;MAARİF PROGRAMI-9;ID ve Kelime Eşleşmesi Bulunamadı;MAARİF PROGRAMI-9;10.05.2025 19:49;Bilinmiyor;a7bb88795d338b5aaf53e13882b28f159d978cf6-1746895781177;https://185.86.155.222/playback/presentation/2.3/a7bb88795d338b5aaf53e13882b28f159d978cf6-1746895781177
2980;Türkçe ÖABTdeyiz;.2026 DİL BİLGİSİ;;ŞEKİL/YAPI/BİÇİM BİLGİSİ ( Yapısı Bakımından Sözcükler)-1;18.11.2025 18:59;41 dk;dc12c9d877c70209ea7d0274e884c99ee397001f-1768319892817;https://185.86.155.222/playback/presentation/2.3/dc12c9d877c70209ea7d0274e884c99ee397001f-1768319892817
2981;Türkçe ÖABTdeyiz;2025 ESKİ TÜRK EDEBİYATI;;aruz ve işlemler;29.01.2025 20:38;43 dk;fe534ba2be486200b29eba3998f61d35ede4b765-1736955568948;https://185.86.155.222/playback/presentation/2.3/fe534ba2be486200b29eba3998f61d35ede4b765-1736955568948
2982;Belirsiz / Bilinmeyen Müşteri;cumhuriyet dönemi sanatçılar devam;ID ve Kelime Eşleşmesi Bulunamadı;cumhuriyet dönemi sanatçılar devam;26.03.2023 20:41;Bilinmiyor;cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679852476664;https://185.86.155.222/playback/presentation/2.3/cd7d05e68c71654dbb3a45bdd22d1431e50099eb-1679852476664
2983;Belirsiz / Bilinmeyen Müşteri;DİL BİLİM VE DİĞER SAUSUURE İSLERİ VE SEVDAYA DAHİL OLANLAR;ID ve Kelime Eşleşmesi Bulunamadı;DİL BİLİM VE DİĞER SAUSUURE İSLERİ VE SEVDAYA DAHİL OLANLAR;1.12.2023 21:21;Bilinmiyor;2a3118bee8adb487c610585b9ef9cfb19b60625b-1701454896227;https://185.86.155.222/playback/presentation/2.3/2a3118bee8adb487c610585b9ef9cfb19b60625b-1701454896227
2984;Türkçe ÖABTdeyiz;.2026 DÜNYA EDEBİYATI;;fransız 6;30.11.2025 18:46;45 dk;35055dac95adb3f6c0c8afe1593ea9f87912dc72-1768146424891;https://185.86.155.222/playback/presentation/2.3/35055dac95adb3f6c0c8afe1593ea9f87912dc72-1768146424891
2985;Belirsiz / Bilinmeyen Müşteri;geleneksel halk tiyatrosu;ID ve Kelime Eşleşmesi Bulunamadı;geleneksel halk tiyatrosu;29.02.2024 20:50;Bilinmiyor;d39446f272688d5e772f0ac8214efd6620555449-1709229007508;https://185.86.155.222/playback/presentation/2.3/d39446f272688d5e772f0ac8214efd6620555449-1709229007508
2986;Türkçe ÖABTdeyiz;Eski Türk Dili 39 Karahanlı Türkçesi;Arşiv / Eski Dönem Dersi;Eski Türk Dili 39 Karahanlı Türkçesi;23.02.2023 20:01;Bilinmiyor;342e9b62189ac81a941c705f0bdea9155c8e5d3a-1677171703283;https://185.86.155.222/playback/presentation/2.3/342e9b62189ac81a941c705f0bdea9155c8e5d3a-1677171703283
2987;Belirsiz / Bilinmeyen Müşteri;SERVETİFÜNUN EDEBİYATI- 4;ID ve Kelime Eşleşmesi Bulunamadı;SERVETİFÜNUN EDEBİYATI- 4;12.12.2023 19:41;Bilinmiyor;dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1702399309792;https://185.86.155.222/playback/presentation/2.3/dfb704ca01640e7fc6de2cdfecda7b07b97c9dea-1702399309792
2988;Belirsiz / Bilinmeyen Müşteri;Osmanlı Tarihi 1 Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Osmanlı Tarihi 1 Konu: ;6.11.2023 20:27;Bilinmiyor;9eacd9563bf856b9bed8ad8e91c15af38b993815-1699291660180;https://185.86.155.222/playback/presentation/2.3/9eacd9563bf856b9bed8ad8e91c15af38b993815-1699291660180
2989;Belirsiz / Bilinmeyen Müşteri;Öğrenme Soru Çözümü: ;ID ve Kelime Eşleşmesi Bulunamadı;Öğrenme Soru Çözümü: ;24.03.2024 12:55;Bilinmiyor;2d32990fec6c574818747fdcc14271f2ecd49fa9-1711274112444;https://185.86.155.222/playback/presentation/2.3/2d32990fec6c574818747fdcc14271f2ecd49fa9-1711274112444
2990;Türkçe ÖABTdeyiz;.2026 YENİ TÜRK EDEBİYATI;;CUMHURİYET TİYATROSU-2 VE ÖĞRETİCİ METİNLER-1;8.05.2026 21:22;42 dk;80b76a73d9fdf418aed6e143de1468fe9615c84a-1772650004459;https://185.86.155.222/playback/presentation/2.3/80b76a73d9fdf418aed6e143de1468fe9615c84a-1772650004459
2991;Türkçe ÖABTdeyiz;2025 DİL BİLİM;;SON DİL BİLİM KURAMLARI;23.12.2024 18:44;62 dk;892b584343d0c9fc7ab552c5c90bbfd699dca74d-1739115914291;https://185.86.155.222/playback/presentation/2.3/892b584343d0c9fc7ab552c5c90bbfd699dca74d-1739115914291
2992;Belirsiz / Bilinmeyen Müşteri;Fizik Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;Fizik Konu: ;10.12.2023 09:48;Bilinmiyor;77743e18624a7df08205639a07796553227eecb5-1702190932448;https://185.86.155.222/playback/presentation/2.3/77743e18624a7df08205639a07796553227eecb5-1702190932448
2993;Türkçe ÖABTdeyiz;.2026 ŞERH UYGULAMALARI;;Şerhh;22.02.2026 21:03;46 dk;4e115b4f2f6895ce8fc92bc882a966a33afede39-1771179028678;https://185.86.155.222/playback/presentation/2.3/4e115b4f2f6895ce8fc92bc882a966a33afede39-1771179028678
2994;Belirsiz / Bilinmeyen Müşteri;cümle bilgisi 2;ID ve Kelime Eşleşmesi Bulunamadı;cümle bilgisi 2;17.01.2025 20:25;Bilinmiyor;3952b1ba6290cff1170a97c1b872549e03a00571-1737134747649;https://185.86.155.222/playback/presentation/2.3/3952b1ba6290cff1170a97c1b872549e03a00571-1737134747649
2995;Belirsiz / Bilinmeyen Müşteri;DİNLEYİCİ TİPLERİ;ID ve Kelime Eşleşmesi Bulunamadı;DİNLEYİCİ TİPLERİ;11.11.2023 20:05;Bilinmiyor;0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699722335047;https://185.86.155.222/playback/presentation/2.3/0b39fa7964b7e6a1c4d6189b8ce131b2a4f28d79-1699722335047
2996;Belirsiz / Bilinmeyen Müşteri;AYT FİZİK kONU: ;ID ve Kelime Eşleşmesi Bulunamadı;AYT FİZİK kONU: ;13.02.2024 20:34;Bilinmiyor;a1e6b0206fdf1e898042d12d1bbe20ce9cccf52b-1707845642878;https://185.86.155.222/playback/presentation/2.3/a1e6b0206fdf1e898042d12d1bbe20ce9cccf52b-1707845642878
2997;Belirsiz / Bilinmeyen Müşteri;eski edebiyat sorlarla genel tekrar;ID ve Kelime Eşleşmesi Bulunamadı;eski edebiyat sorlarla genel tekrar;23.07.2024 18:21;Bilinmiyor;569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721748061613;https://185.86.155.222/playback/presentation/2.3/569227d8b1048b533bc9ba0fdd3c7e12e549314e-1721748061613
2998;Belirsiz / Bilinmeyen Müşteri;TYT Coğrafya Konu: ;ID ve Kelime Eşleşmesi Bulunamadı;TYT Coğrafya Konu: ;11.11.2023 13:24;Bilinmiyor;3a45cfcdb9094618f24fc0a34417f59caeae6da8-1699698264290;https://185.86.155.222/playback/presentation/2.3/3a45cfcdb9094618f24fc0a34417f59caeae6da8-1699698264290
2999;Türkçe ÖABTdeyiz;SORU ÇÖZÜMÜ - DÜNYA EDEBİYATI;;SORU ÇÖZÜM 2;16.02.2025 14:53;44 dk;975229ad30f83f67fff0cb3430c313edfa6e64a6-1742125729775;https://185.86.155.222/playback/presentation/2.3/975229ad30f83f67fff0cb3430c313edfa6e64a6-1742125729775
3000;Belirsiz / Bilinmeyen Müşteri;AYT Kimya Soru Çözümü ;ID ve Kelime Eşleşmesi Bulunamadı;AYT Kimya Soru Çözümü ;1.06.2024 19:29;Bilinmiyor;15bf434469ab5334767e9843f56f2543a21bbb18-1717259341405;https://185.86.155.222/playback/presentation/2.3/15bf434469ab5334767e9843f56f2543a21bbb18-1717259341405
